Close,High,Low
1.2837,1.2934,1.2808
1.2795,1.2838,1.276
1.264,1.2808,1.2626
1.2646,1.2684,1.2595
1.2609,1.2652,1.2565
1.2535,1.2616,1.253
1.2592,1.2649,1.253
1.2614,1.266,1.2581
1.2645,1.2672,1.2618
1.2578,1.2654,1.2552
1.2585,1.2617,1.2538
1.2662,1.2678,1.2576
1.2584,1.268,1.2551
1.2518,1.2588,1.2478
1.2579,1.2605,1.2503
1.2586,1.2619,1.2562
1.2555,1.2585,1.2516
1.2663,1.2668,1.252
1.2786,1.279,1.2658
1.2806,1.2823,1.2762
1.2795,1.2822,1.2787
1.2734,1.284,1.2707
1.2777,1.2784,1.2718
1.2818,1.2865,1.2767
1.2733,1.2817,1.2721
1.2772,1.2779,1.2706
1.2698,1.278,1.2675
1.269,1.273,1.2665
1.2642,1.2697,1.2626
1.2524,1.2559,1.2511
1.2509,1.256,1.2473
1.2597,1.261,1.2456
1.2638,1.2654,1.2587
1.2685,1.2696,1.2624
1.2632,1.2715,1.261
1.2583,1.2672,1.2563
1.2695,1.2704,1.2559
1.2694,1.2772,1.2681
1.2751,1.277,1.266
1.2772,1.2783,1.2741
1.2816,1.2825,1.272
1.2797,1.2836,1.2775
1.281,1.2835,1.2742
1.2879,1.291,1.2776
1.2842,1.2893,1.283
1.2857,1.2899,1.2806
1.2857,1.2905,1.2764
1.2791,1.2913,1.2747
1.2721,1.28,1.2715
1.2716,1.2763,1.2708
1.2782,1.2805,1.2695
1.2837,1.2865,1.277
1.2827,1.2887,1.2813
1.2825,1.2846,1.2781
1.2899,1.294,1.2824
1.2799,1.2895,1.2785
1.2794,1.2853,1.2775
1.2763,1.2845,1.275
1.2762,1.2785,1.2725
1.2788,1.2822,1.2756
1.2823,1.284,1.275
1.2832,1.2854,1.2812
1.2815,1.288,1.2786
1.2831,1.2847,1.2755
1.2861,1.2871,1.2839
1.2818,1.2874,1.2795
1.2814,1.2833,1.277
1.2733,1.283,1.2706
1.2671,1.2741,1.2651
1.2699,1.2741,1.2647
1.2688,1.274,1.2671
1.2692,1.2718,1.2666
1.2723,1.2754,1.2676
1.266,1.2736,1.2631
1.27,1.2709,1.2632
1.2678,1.2726,1.2651
1.2695,1.274,1.2665
1.2793,1.2799,1.2684
1.2792,1.2831,1.2778
1.2762,1.282,1.2731
1.2698,1.2762,1.2662
1.27,1.2718,1.2671
1.2712,1.2733,1.2678
1.2679,1.2713,1.2638
1.2738,1.2759,1.2662
1.2729,1.2766,1.272
1.2712,1.2739,1.2667
1.2691,1.2726,1.2672
1.2601,1.2717,1.2572
1.26,1.2614,1.2586
1.2534,1.2614,1.2518
1.2518,1.2557,1.2502
1.2549,1.2567,1.2514
1.2514,1.2578,1.2484
1.2529,1.2537,1.249
1.2535,1.2566,1.2508
1.2532,1.2559,1.2501
1.2626,1.2642,1.2528
1.262,1.264,1.2597
1.2551,1.2621,1.2537
1.2566,1.2577,1.2525
1.2615,1.262,1.2551
1.2691,1.2703,1.2599
1.2735,1.2751,1.2664
1.2728,1.274,1.2699
1.2765,1.2783,1.2679
1.2761,1.2799,1.2743
1.2778,1.2785,1.2737
1.2716,1.2795,1.2683
1.2722,1.2726,1.2691
1.2771,1.282,1.2722
1.2771,1.2808,1.2746
1.2824,1.2849,1.275
1.2849,1.2901,1.2827
1.2809,1.2878,1.2796
1.2823,1.2872,1.279
1.2823,1.2835,1.2773
1.2794,1.2842,1.2784
1.2815,1.2846,1.2762
1.2813,1.2852,1.2805
1.2843,1.2855,1.2798
1.2927,1.2958,1.284
1.295,1.2976,1.2928
1.3086,1.311,1.2944
1.3133,1.318,1.3086
1.3189,1.3205,1.3116
1.3145,1.3218,1.313
1.3247,1.3276,1.3142
1.3333,1.3349,1.322
1.3325,1.337,1.3282
1.3327,1.3364,1.3287
1.3283,1.3342,1.3255
1.328,1.3324,1.3275
1.3203,1.3365,1.319
1.325,1.3263,1.313
1.3274,1.3293,1.3215
1.3203,1.3289,1.3192
1.3153,1.3254,1.3143
1.3078,1.3187,1.306
1.3096,1.3119,1.3052
1.3191,1.3216,1.3084
1.3177,1.3245,1.316
1.3174,1.3214,1.3141
1.3115,1.3213,1.3109
1.3135,1.3135,1.3135
1.3097,1.3142,1.309
1.3128,1.3178,1.3095
1.3146,1.3201,1.3106
1.3191,1.3205,1.3138
1.3146,1.3146,1.3146
1.3287,1.3297,1.32
1.3163,1.3291,1.3146
1.3085,1.318,1.3076
1.3009,1.3107,1.2981
1.3019,1.3037,1.2972
1.3,1.3054,1.2986
1.2936,1.3005,1.2931
1.289,1.3016,1.2882
1.2921,1.2945,1.2865
1.2935,1.2957,1.2915
1.2922,1.299,1.2908
1.293,1.2951,1.2897
1.2958,1.2978,1.2897
1.2963,1.3002,1.2914
1.2953,1.2979,1.2923
1.3022,1.3045,1.2928
1.2958,1.3037,1.295
1.2928,1.3003,1.2915
1.2911,1.2945,1.2877
1.2954,1.2968,1.2899
1.2961,1.2982,1.2944
1.3029,1.3036,1.2925
1.3021,1.3054,1.3003
1.2966,1.3065,1.2951
1.2928,1.2967,1.2914
1.2978,1.2991,1.2913
1.3006,1.3025,1.2973
1.3037,1.3043,1.2975
1.3005,1.3045,1.2984
1.296,1.3037,1.2941
1.303,1.3045,1.2953
1.3124,1.3152,1.3024
1.3143,1.3173,1.3119
1.3134,1.3146,1.3094
1.3146,1.3164,1.312
1.3144,1.319,1.313
1.3141,1.3166,1.3112
1.3126,1.3144,1.3081
1.3162,1.3188,1.3102
1.3184,1.3199,1.3151
1.3236,1.326,1.3161
1.3234,1.3242,1.3181
1.3195,1.3241,1.3155
1.319,1.3202,1.3142
1.3098,1.3213,1.3072
1.3123,1.3132,1.3081
1.3183,1.3187,1.311
1.3134,1.3182,1.3116
1.3115,1.316,1.3086
1.3188,1.3202,1.311
1.3198,1.3222,1.3155
1.322,1.3246,1.3177
1.3232,1.3253,1.3193
1.3309,1.334,1.3234
1.3299,1.3325,1.328
1.3307,1.3318,1.3271
1.3383,1.339,1.3291
1.3331,1.3412,1.3311
1.329,1.3343,1.3285
1.3332,1.3347,1.3254
1.3349,1.3365,1.3323
1.3313,1.3375,1.3309
1.3333,1.3354,1.3302
1.3354,1.3401,1.3288
1.3364,1.3384,1.3332
1.3331,1.3382,1.3319
1.3368,1.3382,1.3318
1.3423,1.3442,1.3354
1.3371,1.3432,1.3364
1.3357,1.3388,1.334
1.3425,1.3457,1.335
1.3426,1.3441,1.3407
1.3481,1.3505,1.343
1.3534,1.3555,1.3482
1.3546,1.3578,1.3536
1.3564,1.3595,1.3525
1.3579,1.3617,1.3557
1.3601,1.362,1.3561
1.3598,1.3638,1.3586
1.3572,1.3607,1.3547
1.3625,1.3636,1.3548
1.3639,1.3667,1.3622
1.3602,1.3655,1.3583
1.3641,1.3683,1.3586
1.3651,1.3679,1.3589
1.3617,1.3674,1.359
1.3597,1.3613,1.356
1.3554,1.3621,1.3547
1.3597,1.3611,1.3535
1.3603,1.3628,1.3591
1.3542,1.3622,1.3515
1.3527,1.3567,1.3519
1.3483,1.3564,1.3465
1.3527,1.353,1.3462
1.354,1.3558,1.3525
1.3589,1.361,1.3527
1.3519,1.361,1.3504
1.3493,1.3545,1.3477
1.3505,1.3522,1.3465
1.3465,1.3532,1.3436
1.3465,1.3477,1.3439
1.346,1.3502,1.3416
1.3434,1.3462,1.3415
1.3449,1.3473,1.3411
1.3453,1.3458,1.3445
1.345,1.3521,1.342
1.3428,1.3458,1.3406
1.3453,1.3478,1.3423
1.3442,1.3464,1.3392
1.3487,1.35,1.3432
1.3521,1.3555,1.3488
1.3504,1.3538,1.3485
1.3432,1.3513,1.3423
1.3362,1.3435,1.332
1.3356,1.3375,1.3332
1.3316,1.337,1.3312
1.331,1.3316,1.3264
1.3305,1.3325,1.3279
1.3378,1.3388,1.3306
1.3413,1.3419,1.3376
1.3423,1.3437,1.3384
1.3417,1.3438,1.3406
1.3387,1.3409,1.3372
1.3365,1.3469,1.3381
1.3466,1.3474,1.3439
1.3468,1.348,1.3432
1.3444,1.3459,1.3415
1.3435,1.3483,1.3425
1.3534,1.3541,1.3431
1.3622,1.3639,1.3529
1.3617,1.3635,1.3584
1.3622,1.3631,1.3606
1.3599,1.366,1.357
1.3621,1.3642,1.3576
1.3624,1.3639,1.361
1.3741,1.3741,1.3593
1.3759,1.3787,1.3732
1.3786,1.3799,1.3742
1.3785,1.3815,1.3764
1.3783,1.3804,1.376
1.3781,1.3799,1.3757
1.3795,1.3834,1.3752
1.3803,1.3832,1.3786
1.3824,1.3844,1.378
1.3803,1.3846,1.3795
1.3821,1.3853,1.3799
1.3707,1.3833,1.3696
1.3743,1.3772,1.3692
1.3641,1.3753,1.363
1.369,1.3706,1.3609
1.3689,1.3728,1.3682
1.3655,1.371,1.3638
1.3699,1.3705,1.3652
1.3815,1.382,1.3684
1.3795,1.384,1.3784
1.3766,1.3816,1.3736
1.3797,1.3826,1.3721
1.3677,1.3817,1.3654
1.3695,1.3706,1.3642
1.3619,1.3709,1.3606
1.3542,1.3626,1.3536
1.3462,1.3539,1.3455
1.3403,1.3448,1.336
1.3474,1.3548,1.337
1.3481,1.3508,1.346
1.3468,1.3521,1.3457
1.3535,1.3552,1.345
1.3557,1.3588,1.3535
1.3668,1.3683,1.3554
1.365,1.3685,1.3535
1.3626,1.3681,1.3619
1.3672,1.3676,1.3563
1.3635,1.3681,1.3592
1.3638,1.372,1.3625
1.361,1.3655,1.3609
1.3614,1.3626,1.3552
1.3653,1.3672,1.3569
1.3684,1.3709,1.3636
1.3769,1.3799,1.3663
1.3806,1.3816,1.3767
1.3827,1.3849,1.3778
1.3909,1.3915,1.3825
1.3881,1.393,1.3863
1.3877,1.3896,1.3844
1.3867,1.3888,1.3849
1.397,1.3983,1.3828
1.3961,1.3988,1.3936
1.4073,1.4099,1.3957
1.4082,1.4121,1.4042
1.4084,1.413,1.4067
1.4143,1.4155,1.4061
1.4133,1.4163,1.4112
1.4157,1.419,1.4125
1.4268,1.4279,1.4146
1.4238,1.4283,1.4211
1.4155,1.4238,1.4139
1.4106,1.4201,1.4087
1.4106,1.4151,1.4067
1.4149,1.4158,1.4032
1.405,1.4153,1.4045
1.4102,1.4115,1.4015
1.4132,1.4172,1.4094
1.4183,1.4241,1.4135
1.4173,1.4213,1.4155
1.4199,1.4243,1.4162
1.4162,1.4227,1.4144
1.4184,1.4231,1.4157
1.4293,1.4311,1.4197
1.4295,1.432,1.4245
1.4157,1.4349,1.4126
1.4257,1.428,1.4171
1.4257,1.4268,1.4188
1.4319,1.4345,1.4248
1.4385,1.4394,1.4317
1.4424,1.4439,1.4378
1.4436,1.4441,1.4375
1.4485,1.4508,1.442
1.446,1.4485,1.4404
1.45,1.4528,1.4417
1.4469,1.453,1.4444
1.4553,1.4571,1.447
1.4635,1.4731,1.4555
1.4665,1.4704,1.4615
1.4665,1.4753,1.4632
1.4548,1.4679,1.4526
1.4601,1.4633,1.4522
1.4652,1.4726,1.4602
1.4617,1.4703,1.4605
1.4657,1.4673,1.4582
1.4668,1.4687,1.4622
1.4812,1.4821,1.4636
1.4864,1.487,1.4776
1.4845,1.4873,1.4823
1.4835,1.4968,1.4785
1.4878,1.4887,1.4806
1.4845,1.4908,1.481
1.4855,1.4858,1.4712
1.4753,1.4843,1.4723
1.4635,1.4786,1.463
1.4671,1.4709,1.462
1.4764,1.4767,1.4635
1.461,1.477,1.4593
1.4631,1.4652,1.452
1.4654,1.4673,1.4598
1.471,1.4736,1.4641
1.4652,1.4751,1.465
1.4717,1.475,1.4652
1.462,1.4737,1.4577
1.4425,1.4656,1.4412
1.4394,1.4453,1.433
1.4405,1.4436,1.4367
1.4381,1.4423,1.4325
1.4323,1.4391,1.431
1.4357,1.441,1.4319
1.4408,1.4413,1.437
1.4392,1.4392,1.4392
1.4489,1.4506,1.4392
1.4628,1.464,1.447
1.4715,1.4728,1.4593
1.4587,1.4748,1.457
1.4587,1.4587,1.4587
1.4722,1.4751,1.459
1.4745,1.4782,1.4688
1.4772,1.4825,1.4695
1.4697,1.4754,1.4658
1.4707,1.475,1.4681
1.4668,1.4743,1.4647
1.4791,1.4813,1.4643
1.479,1.482,1.4762
1.4873,1.4915,1.478
1.4827,1.4923,1.4822
1.4827,1.486,1.4594
1.4671,1.4715,1.4589
1.4619,1.4696,1.461
1.4441,1.4608,1.4422
1.461,1.4645,1.4366
1.4609,1.4685,1.451
1.4752,1.4779,1.4592
1.467,1.4777,1.466
1.4775,1.4798,1.466
1.4776,1.4798,1.4737
1.488,1.491,1.4755
1.4876,1.4915,1.4802
1.4799,1.4955,1.4786
1.4826,1.4849,1.4793
1.4647,1.4835,1.4623
1.4627,1.4672,1.4592
1.4471,1.4652,1.444
1.4508,1.4547,1.445
1.4517,1.4577,1.4482
1.4591,1.4615,1.4497
1.4579,1.46,1.453
1.4634,1.4649,1.455
1.4678,1.471,1.4631
1.4655,1.4689,1.4611
1.4733,1.4757,1.4642
1.4682,1.4734,1.4612
1.4815,1.4838,1.4703
1.4824,1.4863,1.4786
1.4823,1.4845,1.4794
1.4968,1.4984,1.4779
1.5119,1.5144,1.4973
1.5218,1.523,1.5071
1.5189,1.524,1.5144
1.5205,1.5275,1.5158
1.521,1.525,1.5174
1.5268,1.5305,1.5145
1.5376,1.5379,1.5263
1.5348,1.5465,1.5314
1.5347,1.5405,1.5313
1.5317,1.5496,1.5283
1.5558,1.556,1.5333
1.5584,1.5624,1.5523
1.5666,1.569,1.5532
1.5729,1.5903,1.5658
1.5633,1.5832,1.5628
1.5609,1.5786,1.5583
1.5435,1.565,1.5396
1.5446,1.5472,1.5405
1.5418,1.5455,1.5342
1.5596,1.5607,1.5405
1.5832,1.5833,1.5587
1.5778,1.5848,1.5727
1.5803,1.584,1.5742
1.5783,1.5896,1.576
1.56,1.5785,1.5564
1.5683,1.5699,1.5535
1.5676,1.5697,1.5511
1.5718,1.5775,1.5639
1.5704,1.5736,1.5628
1.5714,1.5799,1.5674
1.5826,1.5865,1.5685
1.5742,1.5914,1.5725
1.5832,1.5855,1.574
1.58,1.5886,1.566
1.5775,1.5875,1.5752
1.5951,1.598,1.5762
1.5889,1.5985,1.5847
1.5801,1.5956,1.5711
1.5927,1.5947,1.5792
1.5997,1.602,1.5835
1.5892,1.6,1.586
1.5681,1.5896,1.5638
1.5605,1.5707,1.5555
1.5643,1.5693,1.5595
1.5561,1.5663,1.554
1.5633,1.5644,1.5517
1.5458,1.5643,1.5431
1.5416,1.5498,1.5361
1.5496,1.5519,1.5425
1.5528,1.5595,1.5453
1.5401,1.5538,1.5366
1.5403,1.5442,1.5285
1.5479,1.5489,1.5394
1.554,1.5571,1.5366
1.5476,1.5565,1.543
1.5457,1.5486,1.5397
1.5453,1.5547,1.5419
1.558,1.5602,1.5439
1.5511,1.5633,1.5486
1.5669,1.568,1.5505
1.5782,1.5791,1.563
1.5696,1.5814,1.5693
1.579,1.5794,1.5697
1.5769,1.5793,1.5742
1.5702,1.5818,1.5695
1.5634,1.576,1.5608
1.5506,1.5663,1.5486
1.5554,1.5569,1.5462
1.5542,1.559,1.5487
1.5468,1.5628,1.541
1.5433,1.5485,1.5418
1.5588,1.5598,1.5365
1.5761,1.5775,1.5573
1.5652,1.5843,1.562
1.5459,1.5653,1.5438
1.557,1.5587,1.5448
1.542,1.5566,1.5379
1.536,1.5484,1.5303
1.5483,1.5518,1.5346
1.5513,1.5552,1.5461
1.5528,1.5538,1.5463
1.5495,1.5586,1.5467
1.5621,1.5652,1.5493
1.5521,1.5624,1.5468
1.5576,1.5622,1.5493
1.5665,1.5686,1.5537
1.5758,1.5765,1.5629
1.5773,1.579,1.572
1.5757,1.5836,1.5732
1.5789,1.5827,1.5723
1.588,1.5888,1.5777
1.5699,1.591,1.5682
1.571,1.5727,1.5655
1.5721,1.5753,1.5612
1.5756,1.574,1.5635
1.5743,1.575,1.565
1.5784,1.5803,1.5692
1.5925,1.5949,1.5765
1.5908,1.5971,1.5842
1.5875,1.604,1.5866
1.5815,1.5948,1.5801
1.5818,1.5894,1.5783
1.5844,1.5888,1.5808
1.59,1.5909,1.583
1.5781,1.5945,1.5758
1.5686,1.5798,1.5671
1.5657,1.5714,1.5628
1.5696,1.5753,1.5664
1.5753,1.5768,1.5686
1.5583,1.5758,1.5554
1.5583,1.5627,1.5522
1.5593,1.57,1.557
1.554,1.5603,1.5514
1.5586,1.5631,1.5565
1.5469,1.5578,1.5446
1.5412,1.5516,1.5398
1.5329,1.5503,1.531
1.5012,1.5335,1.4998
1.4934,1.5083,1.488
1.4923,1.4965,1.4816
1.4934,1.498,1.4842
1.48,1.4952,1.4778
1.4676,1.4824,1.466
1.47,1.4767,1.4645
1.4783,1.4793,1.463
1.4743,1.4806,1.4673
1.4882,1.4897,1.4732
1.477,1.4908,1.476
1.4754,1.4808,1.4696
1.4647,1.4758,1.4571
1.471,1.4777,1.4635
1.4701,1.4812,1.4671
1.466,1.4768,1.4641
1.4605,1.4726,1.4586
1.4516,1.4614,1.4467
1.4493,1.453,1.4385
1.4327,1.4544,1.432
1.4241,1.4347,1.4197
1.4107,1.4429,1.4055
1.4102,1.4227,1.4048
1.404,1.4179,1.4011
1.3946,1.4,1.3882
1.4214,1.4223,1.3974
1.4194,1.448,1.4085
1.4149,1.429,1.4074
1.4379,1.4384,1.4077
1.4301,1.4542,1.428
1.4469,1.4478,1.4152
1.4808,1.4867,1.4439
1.4715,1.4825,1.4623
1.4657,1.4747,1.463
1.4625,1.4768,1.4562
1.4618,1.4678,1.4556
1.4467,1.4635,1.4303
1.4065,1.4432,1.4009
1.4058,1.4175,1.3976
1.3824,1.4038,1.3747
1.3834,1.3903,1.3702
1.3456,1.3677,1.3444
1.3625,1.3743,1.3483
1.3666,1.3743,1.3545
1.3634,1.3785,1.3581
1.3412,1.3654,1.326
1.3525,1.3683,1.346
1.3656,1.3769,1.3576
1.3494,1.3688,1.349
1.3444,1.3539,1.3348
1.3437,1.3517,1.3387
1.3327,1.353,1.3288
1.3072,1.3352,1.3061
1.2832,1.3075,1.274
1.2902,1.2905,1.2727
1.263,1.3005,1.2497
1.2532,1.268,1.2335
1.2701,1.2705,1.2331
1.2953,1.2992,1.2628
1.2965,1.3298,1.2805
1.2759,1.292,1.2666
1.2626,1.2898,1.2598
1.2951,1.3029,1.2527
1.2991,1.3116,1.2795
1.2743,1.2954,1.2712
1.2743,1.2951,1.2664
1.2735,1.2926,1.2718
1.2552,1.2801,1.2518
1.2507,1.2632,1.2466
1.2815,1.2855,1.2389
1.2797,1.2825,1.2613
1.2678,1.2741,1.2514
1.2597,1.2664,1.2568
1.253,1.2815,1.252
1.2465,1.2593,1.2458
1.2573,1.2625,1.2423
1.289,1.291,1.2566
1.3066,1.3081,1.2804
1.2873,1.3069,1.281
1.2877,1.2968,1.286
1.2705,1.2957,1.2646
1.2671,1.2707,1.2583
1.2694,1.2767,1.2563
1.2657,1.2741,1.2603
1.2779,1.2849,1.255
1.268,1.28,1.2628
1.2953,1.2965,1.2727
1.2923,1.3002,1.2799
1.3012,1.3071,1.2903
1.3316,1.3405,1.3005
1.3371,1.3415,1.325
1.3665,1.3703,1.336
1.4126,1.415,1.363
1.439,1.4438,1.3998
1.4263,1.472,1.4182
1.3885,1.431,1.3825
1.3944,1.4123,1.3902
1.3951,1.402,1.392
1.3959,1.4018,1.3916
1.4019,1.4027,1.3975
1.406,1.412,1.399
1.3983,1.4363,1.3967
1.4089,1.4221,1.392
1.3954,1.4143,1.3852
1.3954,1.3954,1.3954
1.3855,1.405,1.384
1.36,1.396,1.3546
1.3527,1.3659,1.3313
1.3628,1.3747,1.343
1.3726,1.3799,1.3535
1.3431,1.3757,1.3416
1.3367,1.3477,1.329
1.3169,1.3372,1.3142
1.3153,1.3338,1.3093
1.3165,1.3243,1.3026
1.3257,1.3345,1.311
1.3143,1.3385,1.3118
1.288,1.31,1.2855
1.3018,1.3038,1.2825
1.3001,1.3082,1.2908
1.2978,1.3028,1.2765
1.3181,1.3207,1.2862
1.3176,1.333,1.3119
1.3139,1.3335,1.3102
1.2979,1.318,1.2935
1.2793,1.295,1.2778
1.2827,1.2899,1.2707
1.3039,1.3058,1.2802
1.2856,1.307,1.2812
1.2796,1.2905,1.276
1.2945,1.2993,1.2748
1.3024,1.3094,1.2875
1.298,1.3075,1.281
1.2904,1.2998,1.2834
1.2853,1.2942,1.2721
1.289,1.2941,1.2822
1.2769,1.2855,1.2727
1.2612,1.28,1.2563
1.2553,1.264,1.2513
1.2686,1.2761,1.253
1.2848,1.2884,1.2558
1.2699,1.2991,1.2693
1.2853,1.2877,1.2663
1.2715,1.2899,1.269
1.275,1.2811,1.2683
1.2694,1.2749,1.2604
1.2572,1.2632,1.2546
1.2587,1.2678,1.2522
1.2637,1.2656,1.2458
1.2637,1.2663,1.248
1.2636,1.2755,1.2539
1.2627,1.2725,1.2556
1.2637,1.2823,1.258
1.2846,1.2864,1.2616
1.2914,1.2936,1.2732
1.29,1.2957,1.2862
1.2988,1.3071,1.2935
1.3005,1.3033,1.2932
1.3492,1.3499,1.2987
1.3665,1.3738,1.3416
1.3559,1.3726,1.3517
1.3649,1.3737,1.3485
1.345,1.3672,1.3432
1.3566,1.3653,1.3418
1.3513,1.364,1.3502
1.3305,1.3591,1.3257
1.3162,1.3284,1.3113
1.3282,1.3342,1.3177
1.3282,1.3286,1.3167
1.3447,1.3518,1.3226
1.3482,1.3495,1.3365
1.3395,1.3581,1.3359
1.3257,1.3416,1.3227
1.3257,1.3309,1.3148
1.3159,1.3337,1.3127
1.3146,1.3158,1.309
1.3376,1.3391,1.3128
1.3287,1.338,1.3227
1.3191,1.3296,1.3147
1.3167,1.3268,1.3129
1.3027,1.3197,1.3018
1.2926,1.3075,1.2889
1.2928,1.2994,1.2898
1.3019,1.3038,1.2885
1.3123,1.3148,1.298
1.3247,1.3301,1.3115
1.3022,1.3245,1.3
1.3146,1.3166,1.2965
1.3249,1.3342,1.3121
1.323,1.3385,1.3191
1.3267,1.3329,1.3228
1.3373,1.3425,1.3213
1.3312,1.3437,1.328
1.3341,1.3375,1.3245
1.3341,1.3471,1.3252
1.3621,1.3629,1.3342
1.3595,1.3667,1.3558
1.3642,1.3707,1.3564
1.3581,1.3722,1.3566
1.3653,1.3665,1.3526
1.3479,1.365,1.3461
1.3552,1.3556,1.3422
1.3636,1.3668,1.3531
1.3768,1.3831,1.3584
1.389,1.3924,1.3728
1.4011,1.4051,1.3885
1.3995,1.4034,1.3959
1.3986,1.4023,1.386
1.3887,1.3997,1.387
1.3942,1.3982,1.3795
1.4135,1.4168,1.3944
1.4158,1.4247,1.41
1.4319,1.4333,1.4102
1.4135,1.4339,1.411
1.4175,1.4242,1.4071
1.3964,1.4267,1.3931
1.3892,1.4002,1.3805
1.4085,1.4102,1.3853
1.3975,1.4144,1.3913
1.4127,1.4178,1.3943
1.401,1.4128,1.3936
1.3786,1.3986,1.3756
1.3849,1.3933,1.3749
1.3947,1.3984,1.3809
1.3899,1.4002,1.3868
1.3955,1.4012,1.3883
1.3874,1.3936,1.3827
1.408,1.4108,1.3829
1.3916,1.4138,1.3885
1.398,1.4014,1.3897
1.4077,1.4119,1.401
1.4086,1.4103,1.3983
1.4042,1.4153,1.4
1.4151,1.4201,1.4
1.4033,1.415,1.3989
1.3975,1.4028,1.3952
1.3962,1.3998,1.3877
1.3912,1.4051,1.3904
1.3851,1.3939,1.3833
1.4031,1.4072,1.3859
1.3949,1.403,1.3878
1.3996,1.4001,1.3898
1.3933,1.4014,1.3911
1.4125,1.4135,1.3954
1.4137,1.4166,1.4056
1.4138,1.4146,1.4062
1.4221,1.425,1.4112
1.4192,1.4277,1.4164
1.4213,1.4258,1.4157
1.4209,1.4291,1.4188
1.421,1.4254,1.4136
1.4242,1.4298,1.4173
1.4175,1.4304,1.413
1.4041,1.4195,1.4007
1.4077,1.4095,1.4015
1.4253,1.428,1.4065
1.4408,1.4445,1.4207
1.4388,1.4432,1.4367
1.4425,1.4448,1.4355
1.4341,1.4431,1.4328
1.4169,1.4413,1.4154
1.4132,1.4218,1.4105
1.4148,1.4185,1.4111
1.4212,1.4246,1.4087
1.4274,1.4327,1.4203
1.4174,1.4306,1.416
1.4083,1.4194,1.4046
1.4142,1.4155,1.4068
1.4237,1.4267,1.4065
1.4266,1.4275,1.4201
1.4346,1.4377,1.4209
1.4289,1.4359,1.4281
1.4311,1.4362,1.4253
1.4241,1.4349,1.4207
1.4372,1.441,1.422
1.4296,1.4388,1.4282
1.4322,1.4368,1.4255
1.4213,1.4379,1.4177
1.4268,1.4295,1.419
1.425,1.4348,1.4236
1.4311,1.4327,1.4191
1.4329,1.4361,1.4304
1.4507,1.4535,1.4329
1.4542,1.46,1.4466
1.4574,1.4613,1.4503
1.4594,1.4635,1.4554
1.4615,1.4652,1.4515
1.4675,1.4688,1.4562
1.4731,1.4736,1.4644
1.4744,1.4767,1.4689
1.4722,1.4744,1.4648
1.4676,1.4713,1.461
1.4799,1.4821,1.4676
1.4744,1.4844,1.4729
1.4652,1.4803,1.4626
1.4669,1.4725,1.4615
1.4599,1.472,1.4561
1.4571,1.4645,1.4525
1.4632,1.4675,1.4573
1.4522,1.4667,1.4518
1.4571,1.4647,1.4481
1.4652,1.4669,1.4582
1.4713,1.4764,1.4647
1.468,1.4736,1.4648
1.4779,1.4817,1.4683
1.4709,1.4795,1.4674
1.4777,1.4813,1.4677
1.483,1.4876,1.4762
1.4918,1.4946,1.484
1.4887,1.4967,1.4844
1.4893,1.4967,1.4848
1.4944,1.4963,1.4829
1.4929,1.4994,1.4883
1.4999,1.5046,1.4889
1.5025,1.5036,1.4944
1.4997,1.506,1.4993
1.496,1.5063,1.4842
1.4792,1.4927,1.4771
1.4715,1.484,1.4698
1.4829,1.4859,1.4684
1.4713,1.4858,1.4712
1.4813,1.4845,1.4686
1.4711,1.481,1.4627
1.4866,1.4909,1.4704
1.4875,1.4917,1.481
1.4846,1.4913,1.4815
1.4987,1.502,1.4854
1.4978,1.502,1.4939
1.4979,1.5048,1.4953
1.4841,1.5016,1.4822
1.4914,1.4936,1.4826
1.4968,1.5015,1.4883
1.4868,1.4999,1.4809
1.4961,1.499,1.4859
1.4917,1.4965,1.4842
1.4859,1.4935,1.48
1.4963,1.5001,1.4834
1.4965,1.4989,1.4889
1.5136,1.5144,1.4956
1.4984,1.5141,1.496
1.4957,1.5022,1.483
1.5016,1.5083,1.4965
1.5085,1.512,1.4973
1.5044,1.511,1.5033
1.5073,1.5141,1.5043
1.4843,1.5091,1.4822
1.4818,1.4905,1.4757
1.4699,1.4866,1.4681
1.4731,1.4782,1.467
1.4726,1.4761,1.4687
1.4619,1.4776,1.4587
1.465,1.4685,1.46
1.4528,1.4663,1.4504
1.4532,1.459,1.4506
1.4347,1.4536,1.4305
1.434,1.4411,1.4262
1.4282,1.4372,1.4269
1.425,1.4332,1.4219
1.433,1.4366,1.4235
1.4349,1.4418,1.4324
1.4426,1.4435,1.4365
1.4383,1.4414,1.4356
1.4359,1.4458,1.4333
1.4336,1.4361,1.4274
1.4318,1.4441,1.4308
1.4318,1.4318,1.4318
1.4411,1.4455,1.4258
1.4366,1.4483,1.4347
1.4412,1.4434,1.4285
1.4319,1.4446,1.4299
1.4411,1.4439,1.4264
1.4526,1.4557,1.4409
1.4487,1.4548,1.4454
1.4506,1.4582,1.4456
1.4496,1.4555,1.4447
1.4375,1.4511,1.4338
1.4386,1.4401,1.4336
1.4304,1.4413,1.4253
1.4102,1.4296,1.4081
1.4098,1.4143,1.4028
1.414,1.4181,1.4068
1.4153,1.4197,1.4129
1.4076,1.4179,1.4043
1.4018,1.4096,1.3994
1.3971,1.4052,1.3938
1.3867,1.3989,1.3863
1.3926,1.3935,1.3854
